Germany;AACHEN-MERZBRUCK;EDKA
Germany;AALEN HEIDENHEIM ELCHINGEN;EDPA
Germany;ACHMER;EDXA
Germany;AHLHORN;EDHA
Germany;AHRENLOHE;EDHO
Germany;AILERTCHEN;EDGA
Germany;AIRFIELD GOETTINGEN-HEILBAD HEILIGENSTADT;EDHD
Germany;ALBSTADT-DEGERFELD;EDSA
Germany;ALKERSLEBEN/WULFERSHAUSEN;EDBA
Germany;ALLENDORF EDER;EDFQ
Germany;ALLSTEDT;EDBT
Germany;ALTDORF-WALLBURG;EDSW
Germany;ALTENA-HEGENSCHEID;EDKD
Germany;ALTENSTADT;ETHA
Germany;AMPFING-WALDKRAIBURG;EDNA
Germany;ANKLAM;EDCA
Germany;ANSBACH HEL;ETEB
Germany;ANSBACH-PETERSDORF;EDQF
Germany;ANSPACH/TAUNUS;EDFA
Germany;ARNBRUCK;EDNB
Germany;ARNSBERG MENDEN;EDLA
Germany;ASCHAFFENBURG-GROSSOSTHEIM;EDFC
Germany;ASCHERSLEBEN;EDCQ
Germany;ATTENDORN-FINNENTROP;EDKU
Germany;AUERBACH;EDOA
Germany;AUGSBURG;EDMA
Germany;BABENHAUSEN;EDEF
Germany;BACKNANG-HEININGEN;EDSH
Germany;BAD BERKA;EDOB
Germany;BAD BRAMSTEDT BGS HEL;EDHX
Germany;BAD DITZENBACH;EDPB
Germany;BAD DURKHEIM;EDRF
Germany;BAD ENDORFIJOLLING;EDPC
Germany;BAD FRANKENHAUSEN;EDOF
Germany;BAD GANDERSHEIM;EDVA
Germany;BAD HERSFELD AIRPORT;EDEN
Germany;BAD KISSINGEN;EDFK
Germany;BAD KREUZNACH HEL;ETEH
Germany;BAD LANGENSALZA;EDEB
Germany;BAD NEUENAHR-AHRWEILER;EDRA
Germany;BAD NEUSTADT/SAALE-GRASBERG;EDFD
Germany;BAD PYRMONT;EDVW
Germany;BAD WINDSHEIM;EDQB
Germany;BAD WORISHOFEN-NORD;EDNH
Germany;BADEN-BADEN/OOS;EDTB
Germany;BALLENSTEDT;EDCB
Germany;BALTRUM;EDWZ
Germany;BAMBERG;ETEJ
Germany;BAMBERG BREITENAU;EDQA
Germany;BARSSEL;EDXL
Germany;BARTH;EDBH
Germany;BARTHOLOMA AMALIENHOF;EDPU
Germany;BAUMHOLDER AAF;ETEK
Germany;BAUTZEN;EDAB
Germany;BAYREUTH;EDQD
Germany;BEELEN;EDLQ
Germany;BEILNGRIES;EDNC
Germany;BERGEN MIL MET;ETGB
Germany;BERGNEUSTADT/AUF DEM DUMPEL;EDKF
Germany;BERLIN ACC/FIC;EDBB
Germany;BERLIN MET REG CENTER;EDZB
Germany;BERLIN TEGEL MIL AIS;ETNB
Germany;BERLIN-TEMPELHOF;EDDI
Germany;BETZDORF/KIRCHEN;EDKI
Germany;BEXBACH;EDRX
Germany;BIBERACH A D RISS;EDMB
Germany;BIELEFELD;EDLI
Germany;BIENENFARM;EDOI
Germany;BINNINGEN;EDSI
Germany;BITBURG;EDRB
Germany;BLAUBEUREN;EDMC
Germany;BLOMBERG-BORKHAUSEN;EDVF
Germany;BLUMBERG;EDSL
Germany;BLUMBERG/REHHAN;EDOY
Germany;BOHLEN;EDOE
Germany;BOHMTE-BAD ESSEN;EDXD
Germany;BONN MOT CAD OFFENBACH;EDDA
Germany;BONN-HANGELAR;EDKB
Germany;BONN-HARDTHOHE HEL;ETHH
Germany;BOPFINGEN;EDNQ
Germany;BORDELUM;EDWA
Germany;BORKEN-HOXFELD;EDLY
Germany;BORKENBERGE;EDLB
Germany;BORKUM;EDWR
Germany;BOTTENHORN;EDGT
Germany;BRAND;EDUC
Germany;BRANDENBURG-MUHLENFELD;EDBE
Germany;BRAUNSCHWEIG LBA;EDVB
Germany;BRAUNSCHWEIG WOLFSBURG;EDVE
Germany;BREITSCHEID;EDGB
Germany;BREKENDORF/BROCKZETEL/ERNDTEBRUCK CRC/APA CENTER;ETJA
Germany;BREMEN;EDDW
Germany;BREMEN ACC/FIC;EDWW
Germany;BREMERHAVEN ARMY AIRFIELD;EDVD
Germany;BREMERHAVEN/AM LUNEOT;EDWB
Germany;BREMGARTEN;EDTG
Germany;BRIEST;EDUB
Germany;BRILON/HOCHSAUERLAND;EDKO
Germany;BRONKOW;EDBQ
Germany;BRUCHSAL;EDTC
Germany;BRUGGEN;ETUR
Germany;BUDINGEN HEL;ETEP
Germany;BUECHEL;ETSB
Germany;BUECKEBURG;ETHB
Germany;BURG;EDBG
Germany;BURG FEUERSTEIN;EDQE
Germany;CELLE;ETHC
Germany;CELLE-ARLOH;EDVC
Germany;CHEMNITZ-JAHNSDORF;EDCJ
Germany;COBURG-BRANDENSTEINSEBENE;EDQC
Germany;COBURG-STEINRUCKEN;EDQY
Germany;COLEMAN;ETOR
Germany;COLPIN/SCHONEWALD CRC;ETJB
Germany;COTTBUS;ETHT
Germany;COTTBUS-DREWITZ;EDCD
Germany;DACHAU-GROBENRIED;EDMD
Germany;DAHLEMER BINZ;EDKV
Germany;DAMME;EDWC
Germany;DEDELOW;EDBD
Germany;DEGGENDORF;EDMW
Germany;DESSAU;EDAD
Germany;DETMOLD AIRPORT;EDLJ
Germany;DIEPHOLZ;ETND
Germany;DIERDORF-WIENAU;EDRW
Germany;DINGOLFING;EDPD
Germany;DINKELSBUHL-SINBRONN;EDND
Germany;DINSLAKEN SCHWARZE HEIDE;EDLD
Germany;DONAUESCHINGEN VILLINGEN;EDTD
Germany;DONAUWORTH HEL;EDPR
Germany;DONAUWORTH-GENDERKINGEN;EDMQ
Germany;DONZDORF-MESSELBERG;EDPM
Germany;DORTMUND;EDLW
Germany;DRESDEN;EDDC
Germany;DUESSELDORF;EDDL
Germany;DUSSELDORF ACC/FIC;EDLL
Germany;DUSSELDORF MACC;ETFD
Germany;EBERN-SENDELBACH;EDQR
Germany;EBERSWALDE FINOW;EDAV
Germany;EGGEBEK;ETME
Germany;EGGENFELDEN;EDME
Germany;EGGERSDORF-MUNCHEBERG;EDCE
Germany;EICHSTATT;EDPE
Germany;EISENACH KINDEL;EDGE
Germany;EISENHUETTENSTADT;EDAE
Germany;ELLWANGEN;EDPY
Germany;ELSENTHAL-GRAFENAU;EDNF
Germany;ELZ;EDFY
Germany;EMDEN;EDWE
Germany;ERBACH;EDNE
Germany;ERDING;ETSE
Germany;ERFURT WEIMAR;EDDE
Germany;ESSEN MET REG CENTER;EDZE
Germany;ESSEN MUELHEIM;EDLE
Germany;EUTINGEN IM GAEU;EDTE
Germany;FALKENBERG LOENNEWITZ;EDUF
Germany;FASSBERG;ETHS
Germany;FEHRBELLIN;EDBF
Germany;FINSTERWALDE SCHACKSDORF;EDUS
Germany;FINSTERWALDE-HEINRICHSRUH;EDAS
Germany;FLENSBURG SCHAEFERHAUS;EDXF
Germany;FLUGPLATZ ITHWIESEN;EDVT
Germany;FRANKFURT COMIL;ETFC
Germany;FRANKFURT EGELSBACH;EDFE
Germany;FRANKFURT FAFATSO (FEDERAL ARMED FORCE;ETCZ
Germany;FRANKFURT HAHN;EDFH
Germany;FRANKFURT MAIN;EDDF
Germany;FRANKFURT USAFE COM/NOTAM CENTER;ETAA
Germany;FRANKFURT/MAIN (NOTAM OFFICE);EDDZ
Germany;FRANKFURT/MAIN ACC/FIC;EDFF
Germany;FRANKFURT/MAIN INTL COM AFTN CENTRE;EDDD
Germany;FRANKFURT/MAIN MET REG CENTER;EDZF
Germany;FREIBURG IM BREISGAU;EDTF
Germany;FREISING/LAUDA/MESSSTETTEN CRC/APA SOUTH;ETJC
Germany;FRIEDERSDORF;EDCF
Germany;FRIEDRICHSHAFEN;EDNY
Germany;FRITZLAR;ETHF
Germany;FRITZLAR MIL MET AERO;ETGF
Germany;FUERSTENFELDBRUCK;EDSF
Germany;FULDA-JOSSA;EDGF
Germany;FULDATAL BGS HEL;EDVZ
Germany;FURSTENFELDBRUCK;ETSF
Germany;FURSTENFELDBRUCK MIL MET SCHOOL;ETGV
Germany;FURSTENWALDE;EDAL
Germany;FURSTENZELL;EDMF
Germany;GANDERKESEE ATLAS AIRFIELD;EDWQ
Germany;GARDELEGEN;EDOC
Germany;GEILENKIRCHEN;ETNG
Germany;GELNHAUSEN;EDFG
Germany;GERA-LEUMNITZ;EDAJ
Germany;GERMERSHEIM RESERVE STORAGE ACTIVITY AHP;EDEZ
Germany;GERSTETTEN;EDPT
Germany;GIEBELSTADT;EDQG
Germany;GIEBELSTADT;ETEU
Germany;GIENGEN/BRENZ;EDNG
Germany;GIESSEN-LUTZELLINDEN;EDFL
Germany;GIESSEN-REISKIRCHEN;EDGR
Germany;GIFHORN BGS HEL;EDVX
Germany;GLUCKSBURG MIL MET NAVY;ETGG
Germany;GLUCKSBURG RCC (SEA);ETRB
Germany;GOCH ASPERDEN;EDLG
Germany;GOCH MIL COM CENTER;ETCC
Germany;GORLITZ;EDBX
Germany;GOTHA-OST;EDEG
Germany;GRABENSTAETT;EDJG
Germany;GRABENSTETTEN;EDSG
Germany;GRAFENWOEHR AAF;ETIC
Germany;GRAFENWOHR MEDEVAC PAD;ET26
Germany;GREFRATH-NIERSHORST;EDLF
Germany;GREITZ-OBERGROCHLITZ;EDOT
Germany;GRIESAU;EDPG
Germany;GROBRUCKERSWALDE;EDAG
Germany;GROSSENHAIN;EDAK
Germany;GRUBE;EDHB
Germany;GRUIBINGEN-NORTEL;EDSO
Germany;GUNDELFINGEN;EDMU
Germany;GUNZBURG-DONAURIED;EDMG
Germany;GUNZENHAUSEN-REUTBERG;EDMH
Germany;GUSTROW;EDCU
Germany;GUTERSLOH;ETUO
Germany;GUTTIN;EDCG
Germany;HAHNWEIDE;EDST
Germany;HALLE OPPIN;EDAQ
Germany;HAMBURG;EDDH
Germany;HAMBURG FINKENWERDER;EDHI
Germany;HAMBURG MET REG CENTER;EDZH
Germany;HAMM-LIPPEWIESEN;EDLH
Germany;HANNOVER;EDDV
Germany;HANNOVER UIR;EDVV
Germany;HARLE;EDXP
Germany;HARTENHOLM;EDHM
Germany;HASSFURT SCHWEINFURT;EDQT
Germany;HEIDE-BUSUM;EDXB
Germany;HEIDELBERG;ETIE
Germany;HEIDELBERG AFOD;ETEE
Germany;HEIDELBERG MIL MET FCC;ETIU
Germany;HEIDELBERG USARMY ASDEUR;ETOQ
Germany;HELGOLAND-DUNE;EDXH
Germany;HELIPORT HELGOLAND-SUEDHAFEN;EDHR
Germany;HEPPENHEIM;EDEP
Germany;HERINGSDORF;EDAH
Germany;HERRENTEICH;EDEH
Germany;HERTEN-RHEINFELDEN;EDTR
Germany;HERZOGENAURACH;EDQH
Germany;HETTSTADT;EDGH
Germany;HETZLESER BERG;EDQX
Germany;HEUBACH;EDTH
Germany;HILDESHEIM;EDVM
Germany;HIRZENHAIN;EDFI
Germany;HOCKENHEIM;EDFX
Germany;HODENHAGEN;EDVH
Germany;HOF PLAUEN;EDQM
Germany;HOHENFELS AAF;ETIH
Germany;HOHENFELS HOSPITAL AHP;ET39
Germany;HOHN;ETNH
Germany;HOLLEBERG;EDVL
Germany;HOLZDORF;ETSH
Germany;HOPPSTADTEN-WEIERSBACH;EDRH
Germany;HOPSTEN;ETNP
Germany;HOXTER-HOLZMINDEN;EDVI
Germany;HUNSBORN;EDKH
Germany;HUSUM SCHWESING;EDXJ
Germany;HUTTENBUSCH;EDXU
Germany;IDAR- OBERSTEIN MIL MET AERO;ETGI
Germany;IDAR-OBERSTEIN/GOTTSCHIED;EDRG
Germany;ILLERTISSEN;EDMI
Germany;ILLESHEIM;ETIK
Germany;INGELFINGEN-BUHLHOF;EDGI
Germany;INGOLSTADT MANCHING;ETSI
Germany;ITZEHOE;ETHI
Germany;ITZEHOE HUNGRIGER WOLF;EDHF
Germany;JENA SCHOENGLEINA;EDBJ
Germany;JESENWANG;EDMJ
Germany;JEVER;ETNJ
Germany;JUIST;EDWJ
Germany;KAISERSLAUTERN HEL;ETED
Germany;KALKAR MIL COM;ETCK
Germany;KALKAR MIL MET REG CENTER;ETGY
Germany;KAMENZ;EDCM
Germany;KAMP-LINTFORT;EDLC
Germany;KARLSHOFEN;EDWK
Germany;KARLSRUHE BADEN BADEN;EDSB
Germany;KARLSRUHE-FORCHHEIM;EDTK
Germany;KASSEL CALDEN;EDVK
Germany;KEHL-SUNDHEIM;EDSK
Germany;KEMPTEN-DURACH;EDMK
Germany;KIEL;ETMK
Germany;KIEL HOLTENAU;EDHK
Germany;KIRCHDORF/INN;EDNK
Germany;KITZINGEN;EDGY
Germany;KITZINGEN;ETIN
Germany;KLEIN-MUHLINGEN;EDOM
Germany;KLIETZ/SCHARLIBBE;EDCL
Germany;KLIX;EDCI
Germany;KOBLENZ MIL MET ARMY;ETGH
Germany;KOBLENZ WINNINGEN;EDRK
Germany;KOELN BONN;EDDK
Germany;KOELN BONN MIL AIS;ETNK
Germany;KOELN-WAHN MIL COM;ETCW
Germany;KONSTANZ;EDTZ
Germany;KORBACH;EDGK
Germany;KOTHEN;EDCK
Germany;KREFELD-EGELSBERG;EDLK
Germany;KUHRSTEDT-BEDERKESA;EDXZ
Germany;KULMBACH;EDQK
Germany;KUMMERSBRUCK MIL MET AERO;ETGK
Germany;KYRITZ;EDBK
Germany;LAAGE;ETNL
Germany;LACHEN-SPEYERDORF;EDRL
Germany;LAGER HAMMELBURG;EDFJ
Germany;LAHR;EDTL
Germany;LAHR MET COM SUB CENTER;EDZR
Germany;LAICHINGEN;EDPJ
Germany;LANDSBERG;ETSA
Germany;LANDSHUT;EDML
Germany;LANDSTUHL HEL;ETIP
Germany;LANDSTUHL HOSPITAL (HEL);ETIY
Germany;LANGEN ACC/FIC GERMANY;EDGG
Germany;LANGENLONSHEIM;EDEL
Germany;LANGEOOG;EDWL
Germany;LANGHENNERSDORF;EDOH
Germany;LAUCHA;EDBL
Germany;LAUENBRUCK;EDHU
Germany;LAUF-LILLINGHOF;EDQI
Germany;LAUPHEIM;ETHL
Germany;LAUTERBACH;EDFT
Germany;LECHFELD;ETSL
Germany;LECK;EDXK
Germany;LEER PAPENBURG;EDWF
Germany;LEIPZIG ALTENBURG;EDAC
Germany;LEIPZIG HALLE;EDDP
Germany;LEIPZIG MET REG CENTER;EDZL
Germany;LEMWERDER;EDWD
Germany;LEUTKIRCH UNTERZEIL;EDNL
Germany;LEVERKUSEN;EDKL
Germany;LICHTENFELS;EDQL
Germany;LINKENHEIM;EDRI
Germany;LUCHOW-REHBECK;EDHC
Germany;LUDWIGSHAFEN UNFALLKLINIK HEL;EDGL
Germany;LUEBECK BLANKENSEE;EDHL
Germany;LUENEBURG;EDHG
Germany;LUSSE;EDOJ
Germany;MAASTRICHT UAC;EDYY
Germany;MAGDEBURG CITY;EDBM
Germany;MAGDEBURG COCHSTEDT;EDBC
Germany;MAINBULLAU;EDFU
Germany;MAINZ FINTHEN;EDFZ
Germany;MANNHEIM CITY;EDFM
Germany;MARBURG-SCHONSTADT;EDFN
Germany;MARL-LOEMUHLE;EDLM
Germany;MECHERNICH MIL COM;ETCX
Germany;MEINERZHAGEN;EDKZ
Germany;MELLE-GRONEGAU;EDXG
Germany;MEMMINGEN;EDJA
Germany;MEMMINGEN;ETSM
Germany;MENDIG;EDRE
Germany;MENDIG;ETHM
Germany;MENGEN HOHENTENGEN;EDTM
Germany;MENGERINGHAUSEN;EDVG
Germany;MEPPEN;ETWM
Germany;MERSEBURG;EDAM
Germany;MESCHEDE-SCHUREN;EDKM
Germany;MESSSTETTEN MIL MET REG CENTER;ETGZ
Germany;MESSTETTEN MIL COM;ETCE
Germany;MICHELSTADT/ODENWALD;EDFO
Germany;MINDELHEIM MATTSIES;EDMN
Germany;MOENCHENGLADBACH;EDLN
Germany;MOSBACH-LOHRBACH;EDGM
Germany;MOSENBERG;EDEM
Germany;MUENCHEN;EDDM
Germany;MUENSTER OSNABRUECK;EDDG
Germany;MUERITZ AIRPARK;EDAX
Germany;MUHLDORF;EDMY
Germany;MUHLHAUSEN;EDEQ
Germany;MUNCHEN ACC/FIC;EDMM
Germany;MUNCHEN ACC/FIC;EDPI
Germany;MUNCHEN ACC/FIC;EDUY
Germany;MUNCHEN MET REG CENTER;EDZM
Germany;MUNSTER MIL COM;ETCM
Germany;MUNSTER MIL MET AF;ETGL
Germany;MUNSTER MIL MET ARMY;ETGR
Germany;MUNSTER RCC (LAND);ETRA
Germany;MUNSTER-TELGTE;EDLT
Germany;NABERN/TECK;EDTN
Germany;NANNHAUSEN;EDRN
Germany;NARDT;EDAT
Germany;NAUEN;EDCN
Germany;NEUBIBERG;EDPN
Germany;NEUBRANDENBURG;EDBN
Germany;NEUBRANDENBURG;ETNU
Germany;NEUBURG;ETSN
Germany;NEUBURG-EGWEIL;EDNJ
Germany;NEUHARDENBERG;EDON
Germany;NEUHAUSEN;EDAP
Germany;NEUHAUSEN OB ECK;EDSN
Germany;NEUMAGEN-DHRON;EDRD
Germany;NEUMARKT/OBERPFALZ;EDPO
Germany;NEUMUNSTER;EDHN
Germany;NEUSTADT-GLEWE;EDAN
Germany;NEUSTADT/AISCH;EDQN
Germany;NIEDERRHEIN;EDLV
Germany;NIEDERSTETTEN;ETHN
Germany;NIENBURG-HOLZBALGE;EDXI
Germany;NITTENAU-BRUCK;EDNM
Germany;NOERVENICH;ETNN
Germany;NORDEN-NORDDEICH;EDWS
Germany;NORDENBECK;EDGN
Germany;NORDENHAM-EINSWARDEN HEL;EDWT
Germany;NORDERNEY;EDWY
Germany;NORDHAUSEN;EDAO
Germany;NORDHOLZ;ETMN
Germany;NORDHOLZ-SPIEKA;EDXN
Germany;NORDHORN RANGE MIL MET;ETUN
Germany;NORDHORN-LINGEN;EDWN
Germany;NORDLINGEN;EDNO
Germany;NORDSEE ONE HEL;EDYN
Germany;NORTHEIM;EDVN
Germany;NOTAM OFFICE;EDKS
Germany;NUERNBERG;EDDN
Germany;NURNBERG HOSPITAL AHP;EDIT
Germany;OBER-MORLEN;EDFP
Germany;OBERDACHSTETTEN/GRIFFEN RADAR;ETFO
Germany;OBERMEHLER SCHLOTHEIM;EDCO
Germany;OBERPFAFFENHOFEN;EDMO
Germany;OBERRISSDORF;EDUO
Germany;OBERSCHLEISSHEIM;EDNX
Germany;OBERSCHLEISSHEIM BGS HEL;EDMX
Germany;OCHSENFURT;EDGJ
Germany;OEDHEIM HEL;EDGO
Germany;OEHNA;EDBO
Germany;OERLINGHAUSEN;EDLO
Germany;OFFENBACH MET REG CENTER;EDZW
Germany;OFFENBACH MOTNE CENTER;EDZO
Germany;OFFENBURG;EDTO
Germany;OFFSHORE-WINDPARK BORKUM;EDYB
Germany;OLDENBURG-HATTEN;EDWH
Germany;OPPENHEIM;EDGP
Germany;OSCHATZ;EDOQ
Germany;OSCHERSLEBEN;EDOL
Germany;OSNABRUCK-ATTERHEIDE;EDWO
Germany;OTTENGRUNER/HEIDE;EDQO
Germany;OTTOBRUNN HEL;EDMR
Germany;PADERBORN LIPPSTADT;EDLP
Germany;PADERBORN-HAXTERBERG;EDLR
Germany;PASEWALK-FRANSFELDE;EDCV
Germany;PATERZELL;EDPZ
Germany;PATTONVILLE;EDTQ
Germany;PEENEMUENDE;EDCP
Germany;PEGNITZ-ZIPSER BERG;EDQZ
Germany;PEINE-EDDESSE;EDVP
Germany;PELWORM;EDHP
Germany;PENNEWITZ;EDOS
Germany;PFARRKIRCHEN;EDNP
Germany;PFERDSFELD;ETSP
Germany;PFULLENDORF;EDTP
Germany;PINNOW;EDBP
Germany;PIRMASENS;EDRP
Germany;PIRNA-PRATZSCHWITZ;EDAR
Germany;PLETTENBERG-HUINGSHAUSEN;EDKP
Germany;POLTRINGEN;EDSP
Germany;PORTA WESTFALICA;EDVY
Germany;POTSDAM MIL MET ARMY;ETGP
Germany;PRITZWALK-SOMMERSBERG;EDBU
Germany;PURKSHOF;EDCX
Germany;RAMSTEIN AB;ETAR
Germany;RCO;EDDX
Germany;REGENSBURG-OBERHUB;EDNR
Germany;REICHELSHEIM;EDFB
Germany;REINSDORF;EDOD
Germany;RENDSBURG SCHACHTHOLM;EDXR
Germany;RENNERITZ;EDOX
Germany;RERIK-ZWEEDORF;EDCR
Germany;RHEIN UAC;EDUU
Germany;RHEINE-BENTLAGE;ETHE
Germany;RHEINE-ESCHENDORF;EDXE
Germany;RIESA GOEHLIS;EDAU
Germany;RINTEIN;EDVR
Germany;ROITZSCHJORA;EDAW
Germany;ROSENTHAL-FIELD-PLOSSEN;EDQP
Germany;ROTENBURG (WUMME);EDXQ
Germany;ROTH;ETHR
Germany;ROTHENBURG GOERLITZ;EDBR
Germany;ROTHENBURG O D T;EDFR
Germany;ROTTWEIL-ZEPFENHAN;EDSZ
Germany;RUDOLSTADT/GROSCHWITZ;EDOK
Germany;SAARBRUECKEN;EDDR
Germany;SAARLOUIS-DUREN;EDRJ
Germany;SAARMUND;EDCS
Germany;SALZGITTER-DRUTTE;EDVS
Germany;SALZGITTER-SCHAFERSTUHL;EDVJ
Germany;SAULGAU;EDTU
Germany;SCHAMEDER;EDGQ
Germany;SCHLESWIG;ETNS
Germany;SCHLESWIG-KROPP;EDXC
Germany;SCHMALLENBERG-RENNEFELD;EDKR
Germany;SCHMIDGADEN/OBERPFALZ;EDPQ
Germany;SCHMOLDOW;EDBY
Germany;SCHOENEFELD;EDDB
Germany;SCHOENHAGEN;EDAZ
Germany;SCHONBERG;EDPK
Germany;SCHONEBECK-ZACKMUNDE;EDOZ
Germany;SCHWABACH-HEIDENBERG;EDPH
Germany;SCHWABISCH HALL-WECKRIEDEN;EDTX
Germany;SCHWABMUNCHEN;EDNS
Germany;SCHWAEBISCH HALL;EDTY
Germany;SCHWANDORF;EDPF
Germany;SCHWARZHEIDE-SCHIPKAU;EDBZ
Germany;SCHWEIGHOFEN;EDRO
Germany;SCHWEINFURT HEL;ETOA
Germany;SCHWEINFURT-SUD;EDFS
Germany;SCHWENNINGEN AM NECKAR;EDTS
Germany;SCHWERIN PARCHIM;EDOP
Germany;SEEDORF;EDXS
Germany;SEGELETZ;EDAI
Germany;SEMBACH HEL;ETAS
Germany;SHERIDAN BARRACKS LANDING AREA;ET31
Germany;SIEGENBURG MIL MET;ETAV
Germany;SIEGERLAND;EDGS
Germany;SIENGENBURG GUN;EDXX
Germany;SIERKSDORF/HOF ALTONA;EDXT
Germany;SIGMARINGEN MIL MET AERO;ETGS
Germany;SITA-GATEWAY;EDII
Germany;SOBERNHEIM-DOMBERG;EDRS
Germany;SOEST/BAD SASSENDORF;EDLZ
Germany;SOMMERDA-DERMSDORF;EDBS
Germany;SOMMERLAND;EDHT
Germany;SONNEN;EDPS
Germany;SPANGDAHLEM AB;ETAD
Germany;SPEYER;EDRY
Germany;SPROSSEN;EDCH
Germany;ST. MICHAELISDONN;EDXM
Germany;ST. PETER-ORDING;EDXO
Germany;STADE;EDHS
Germany;STADTLOHN VREDEN;EDLS
Germany;STAHRINGEN/WAHLWIES;EDSR
Germany;STEHOW-FERCHESAR;EDUA
Germany;STENDAL BORSTEL;EDOV
Germany;STOLLN/RHINOW;EDOR
Germany;STRALSUND;EDBV
Germany;STRAUBING;EDMS
Germany;STRAUSBERG;EDAY
Germany;STUTTGART;EDDS
Germany;STUTTGART MET REG CENTER;EDZS
Germany;SUHL-GOLDLAUTER;EDQS
Germany;SYLT;EDXW
Germany;TANNHEIM;EDMT
Germany;TAUCHA;EDCT
Germany;TEGEL;EDDT
Germany;TEMPLIN/GROSS DOLLN;EDUT
Germany;THALMASSING-WAIZENHOFEN;EDPW
Germany;THANNHAUSEN;EDNU
Germany;TORGAU BEILRODE;EDOG
Germany;TRABEN-TRARBACH MIL MET CENTER;ETGX
Germany;TRABEN-TRARBACH MIL MET COM CENTER;ETGT
Germany;TRABEN-TRARBACH/MONT ROYAL;EDRM
Germany;TREUCHTLINGEN-BUBENHEIM;EDNT
Germany;TRIER FOEHREN;EDRT
Germany;TUTOW;EDUW
Germany;UELZEN;EDVU
Germany;UETERSEN;EDHE
Germany;ULM MIL MET ARMY;ETGU
Germany;UNTERSCHUPF;EDGU
Germany;VARRELBUSCH;EDWU
Germany;VERDEN-SCHARNHORST;EDWV
Germany;VILSBIBURG;EDMP
Germany;VILSECK AAF;ETOI
Germany;VILSECK MAIN AHP;ET43
Germany;VILSHOFEN;EDMV
Germany;VOGTAREUTH;EDNV
Germany;WACHTERSBERG AIRPORT;EDSV
Germany;WAHLSTEDT;EDHW
Germany;WALLDORF;EDGX
Germany;WALLDURN;EDEW
Germany;WANGEROOGE;EDWG
Germany;WAREN-VIELIST;EDOW
Germany;WASSERKUPPE;EDER
Germany;WEIDEN;EDQW
Germany;WEIDEN MIL MET;ETBW
Germany;WEIMAR-UMPFERSTEDT;EDOU
Germany;WEINHEIM/BERGSTRASSE;EDGZ
Germany;WEISSENHORN;EDNW
Germany;WELZOW;EDCY
Germany;WERDOHL-KUNTROP;EDKW
Germany;WERNEUCHEN;EDBW
Germany;WERSHOFEN/EIFEL;EDRV
Germany;WESEL-ROMERWARDT;EDLX
Germany;WESER-WUMME;EDWM
Germany;WESTERSTEDE-FELDE;EDWX
Germany;WIEFELSTEDE/CONNEFORDE;EDWP
Germany;WIESBADEN AAF;ETOU
Germany;WILHELMSHAVEN JADEWESER AIRPORT;EDWI
Germany;WILSCHE;EDVQ
Germany;WINZELN-SCHRAMBERG;EDTW
Germany;WIPPERFURTH-NEYE;EDKN
Germany;WISMAR;EDCW
Germany;WITTMUNDHAFEN;ETNT
Germany;WITTSTOCK MIL MET AERO;ETGW
Germany;WOLFHAGEN-GRANER BERG;EDGW
Germany;WORMS;EDFV
Germany;WUNSTORF;ETNW
Germany;WURZBURG-SCHENKENTURM;EDFW
Germany;WYK AUF FOHR;EDXY
Germany;ZELL HAIDBERG;EDNZ
Germany;ZERBST;EDUZ
Germany;ZWEIBRUECKEN;EDRZ
Germany;ZWICKAU;EDBI